# thinned to dt=0.05 from the every-step stream; the last 1 time units are kept whole (the death window)
#       time                 x_1                 y_1                 z_1                 x_2                 y_2                 z_2
   2.3750000    2.6001335028e+01    3.2041239807e+01    3.2000000000e+01    3.7998664963e+01    3.1958760193e+01    3.2000000000e+01
   2.5000000    2.6001603188e+01    3.2045791068e+01    3.2000000000e+01    3.7998396794e+01    3.1954208930e+01    3.2000000000e+01
   2.6250000    2.6001903437e+01    3.2050483477e+01    3.2000000000e+01    3.7998096539e+01    3.1949516521e+01    3.2000000000e+01
   2.7500000    2.6002237217e+01    3.2055307919e+01    3.2000000000e+01    3.7997762756e+01    3.1944692079e+01    3.2000000000e+01
   2.8750000    2.6002605912e+01    3.2060256270e+01    3.2000000000e+01    3.7997394066e+01    3.1939743726e+01    3.2000000000e+01
   3.0000000    2.6003010863e+01    3.2065321152e+01    3.2000000000e+01    3.7996989121e+01    3.1934678842e+01    3.2000000002e+01
   3.1250000    2.6003453382e+01    3.2070495795e+01    3.2000000000e+01    3.7996546609e+01    3.1929504196e+01    3.2000000004e+01
   3.2500000    2.6003934709e+01    3.2075774020e+01    3.2000000000e+01    3.7996065288e+01    3.1924225969e+01    3.2000000004e+01
   3.3750000    2.6004456033e+01    3.2081150079e+01    3.2000000000e+01    3.7995543969e+01    3.1918849910e+01    3.2000000004e+01
   3.5000000    2.6005018504e+01    3.2086618559e+01    3.1999999998e+01    3.7994981504e+01    3.1913381433e+01    3.2000000002e+01
   3.6250000    2.6005623164e+01    3.2092174391e+01    3.1999999995e+01    3.7994376847e+01    3.1907825608e+01    3.2000000001e+01
   3.7500000    2.6006270999e+01    3.2097812733e+01    3.1999999989e+01    3.7993729013e+01    3.1902187273e+01    3.2000000000e+01
   3.8750000    2.6006962927e+01    3.2103528951e+01    3.1999999985e+01    3.7993037084e+01    3.1896471061e+01    3.1999999999e+01
   4.0000000    2.6007699713e+01    3.2109318615e+01    3.1999999984e+01    3.7992300295e+01    3.1890681399e+01    3.1999999998e+01
   4.1250000    2.6008482066e+01    3.2115177429e+01    3.1999999987e+01    3.7991517934e+01    3.1884822584e+01    3.1999999997e+01
   4.2500000    2.6009310586e+01    3.2121101267e+01    3.1999999992e+01    3.7990689405e+01    3.1878898742e+01    3.1999999995e+01
   4.3750000    2.6010185684e+01    3.2127086139e+01    3.1999999995e+01    3.7989814296e+01    3.1872913864e+01    3.1999999993e+01
   4.5000000    2.6011107702e+01    3.2133128226e+01    3.1999999998e+01    3.7988892264e+01    3.1866871773e+01    3.1999999991e+01
   4.6250000    2.6012076781e+01    3.2139223838e+01    3.1999999998e+01    3.7987923170e+01    3.1860776156e+01    3.1999999992e+01
   4.7500000    2.6013092942e+01    3.2145369431e+01    3.1999999995e+01    3.7986906997e+01    3.1854630559e+01    3.1999999994e+01
   4.8750000    2.6014156038e+01    3.2151561720e+01    3.1999999991e+01    3.7985843891e+01    3.1848438265e+01    3.1999999995e+01
   5.0000000    2.6015265720e+01    3.2157797523e+01    3.1999999989e+01    3.7984734204e+01    3.1842202455e+01    3.1999999996e+01
   5.1250000    2.6016421595e+01    3.2164073949e+01    3.1999999992e+01    3.7983578329e+01    3.1835926020e+01    3.1999999999e+01
   5.2500000    2.6017623048e+01    3.2170388277e+01    3.1999999995e+01    3.7982376880e+01    3.1829611680e+01    3.2000000002e+01
   5.3750000    2.6018869392e+01    3.2176738099e+01    3.1999999998e+01    3.7981130543e+01    3.1823261848e+01    3.2000000003e+01
   5.5000000    2.6020159847e+01    3.2183121712e+01    3.1999999999e+01    3.7979840098e+01    3.1816878231e+01    3.2000000003e+01
   5.6250000    2.6021493619e+01    3.2189536500e+01    3.1999999999e+01    3.7978506340e+01    3.1810463446e+01    3.2000000004e+01
   5.7500000    2.6022869738e+01    3.2195981771e+01    3.1999999999e+01    3.7977130234e+01    3.1804018178e+01    3.2000000005e+01
   5.8750000    2.6024286522e+01    3.2202455907e+01    3.1999999997e+01    3.7975713459e+01    3.1797544046e+01    3.2000000005e+01
   6.0000000    2.6025743095e+01    3.2208958059e+01    3.1999999994e+01    3.7974256898e+01    3.1791041900e+01    3.2000000004e+01
   6.1250000    2.6027238531e+01    3.2215488354e+01    3.1999999990e+01    3.7972761474e+01    3.1784511613e+01    3.2000000003e+01
   6.2500000    2.6028773259e+01    3.2222045420e+01    3.1999999984e+01    3.7971226757e+01    3.1777954555e+01    3.2000000001e+01
   6.3750000    2.6030345965e+01    3.2228628170e+01    3.1999999978e+01    3.7969654061e+01    3.1771371813e+01    3.1999999998e+01
   6.5000000    2.6031954511e+01    3.2235240129e+01    3.1999999972e+01    3.7968045526e+01    3.1764759859e+01    3.1999999994e+01
   6.6250000    2.6033597518e+01    3.2241875824e+01    3.1999999970e+01    3.7966402526e+01    3.1758124166e+01    3.1999999988e+01
   6.7500000    2.6035275231e+01    3.2248539242e+01    3.1999999971e+01    3.7964724819e+01    3.1751460750e+01    3.1999999979e+01
   6.8750000    2.6036988177e+01    3.2255228067e+01    3.1999999975e+01    3.7963011879e+01    3.1744771927e+01    3.1999999971e+01
   7.0000000    2.6038736666e+01    3.2261942749e+01    3.1999999981e+01    3.7961263400e+01    3.1738057247e+01    3.1999999967e+01
   7.1250000    2.6040522678e+01    3.2268682782e+01    3.1999999988e+01    3.7959477401e+01    3.1731317214e+01    3.1999999966e+01
   7.2500000    2.6042346052e+01    3.2275448829e+01    3.1999999996e+01    3.7957654044e+01    3.1724551164e+01    3.1999999964e+01
   7.3750000    2.6044202961e+01    3.2282234750e+01    3.2000000002e+01    3.7955797152e+01    3.1717765240e+01    3.1999999960e+01
   7.5000000    2.6046093629e+01    3.2289051465e+01    3.2000000000e+01    3.7953906504e+01    3.1710948529e+01    3.1999999955e+01
   7.6250000    2.6048023718e+01    3.2295884044e+01    3.1999999995e+01    3.7951976431e+01    3.1704115959e+01    3.1999999949e+01
   7.7500000    2.6049994605e+01    3.2302738403e+01    3.1999999993e+01    3.7950005559e+01    3.1697261613e+01    3.1999999949e+01
   7.8750000    2.6052001802e+01    3.2309614043e+01    3.1999999993e+01    3.7947998378e+01    3.1690385989e+01    3.1999999949e+01
   8.0000000    2.6054044349e+01    3.2316500618e+01    3.1999999995e+01    3.7945955843e+01    3.1683499428e+01    3.1999999948e+01
   8.1250000    2.6056117538e+01    3.2323410874e+01    3.1999999996e+01    3.7943882666e+01    3.1676589184e+01    3.1999999943e+01
   8.2500000    2.6058223237e+01    3.2330327139e+01    3.1999999996e+01    3.7941776979e+01    3.1669672929e+01    3.1999999934e+01
   8.3750000    2.6060362454e+01    3.2337264824e+01    3.1999999995e+01    3.7939637772e+01    3.1662735249e+01    3.1999999925e+01
   8.5000000    2.6062543251e+01    3.2344209035e+01    3.1999999999e+01    3.7937456981e+01    3.1655791036e+01    3.1999999919e+01
   8.6250000    2.6064769729e+01    3.2351167392e+01    3.2000000005e+01    3.7935230512e+01    3.1648832675e+01    3.1999999917e+01
   8.7500000    2.6067037232e+01    3.2358131972e+01    3.2000000012e+01    3.7932963027e+01    3.1641868098e+01    3.1999999918e+01
   8.8750000    2.6069337022e+01    3.2365104188e+01    3.2000000022e+01    3.7930663260e+01    3.1634895892e+01    3.1999999921e+01
   9.0000000    2.6071670862e+01    3.2372083741e+01    3.2000000034e+01    3.7928329444e+01    3.1627916350e+01    3.1999999926e+01
   9.1250000    2.6074039541e+01    3.2379066006e+01    3.2000000044e+01    3.7925960785e+01    3.1620934093e+01    3.1999999931e+01
   9.2500000    2.6076441623e+01    3.2386055228e+01    3.2000000052e+01    3.7923558717e+01    3.1613944875e+01    3.1999999933e+01
   9.3750000    2.6078881859e+01    3.2393046097e+01    3.2000000063e+01    3.7921118487e+01    3.1606954008e+01    3.1999999935e+01
   9.5000000    2.6081363043e+01    3.2400039891e+01    3.2000000076e+01    3.7918637306e+01    3.1599960210e+01    3.1999999940e+01
   9.6250000    2.6083879035e+01    3.2407034215e+01    3.2000000085e+01    3.7916121308e+01    3.1592965883e+01    3.1999999944e+01
   9.7500000    2.6086428088e+01    3.2414030875e+01    3.2000000090e+01    3.7913572246e+01    3.1585969219e+01    3.1999999946e+01
   9.8750000    2.6089010920e+01    3.2421026935e+01    3.2000000094e+01    3.7910989405e+01    3.1578973155e+01    3.1999999946e+01
  10.0000000    2.6091627523e+01    3.2428022019e+01    3.2000000099e+01    3.7908372798e+01    3.1571978066e+01    3.1999999947e+01
  10.1250000    2.6094276827e+01    3.2435017182e+01    3.2000000105e+01    3.7905723493e+01    3.1564982901e+01    3.1999999949e+01
  10.2500000    2.6096960387e+01    3.2442010279e+01    3.2000000111e+01    3.7903039930e+01    3.1557989807e+01    3.1999999951e+01
  10.3750000    2.6099678114e+01    3.2449002023e+01    3.2000000118e+01    3.7900322199e+01    3.1550998068e+01    3.1999999951e+01
  10.5000000    2.6102427124e+01    3.2455990778e+01    3.2000000123e+01    3.7897573186e+01    3.1544009316e+01    3.1999999949e+01
  10.6250000    2.6105206836e+01    3.2462977796e+01    3.2000000125e+01    3.7894793470e+01    3.1537022297e+01    3.1999999947e+01
  10.7500000    2.6108017146e+01    3.2469961812e+01    3.2000000124e+01    3.7891983154e+01    3.1530038277e+01    3.1999999946e+01
  10.8750000    2.6110857683e+01    3.2476942419e+01    3.2000000121e+01    3.7889142608e+01    3.1523057667e+01    3.1999999946e+01
  11.0000000    2.6113727938e+01    3.2483920453e+01    3.2000000121e+01    3.7886272344e+01    3.1516079637e+01    3.1999999949e+01
  11.1250000    2.6116626416e+01    3.2490895210e+01    3.2000000123e+01    3.7883373854e+01    3.1509104889e+01    3.1999999954e+01
  11.2500000    2.6119552758e+01    3.2497866876e+01    3.2000000129e+01    3.7880447499e+01    3.1502133233e+01    3.1999999961e+01
  11.3750000    2.6122505982e+01    3.2504834765e+01    3.2000000135e+01    3.7877494265e+01    3.1495165349e+01    3.1999999970e+01
  11.5000000    2.6125484837e+01    3.2511799669e+01    3.2000000140e+01    3.7874515400e+01    3.1488200444e+01    3.1999999978e+01
  11.6250000    2.6128488934e+01    3.2518761074e+01    3.2000000143e+01    3.7871511293e+01    3.1481239031e+01    3.1999999984e+01
  11.7500000    2.6131517692e+01    3.2525719322e+01    3.2000000143e+01    3.7868482520e+01    3.1474280772e+01    3.1999999986e+01
  11.8750000    2.6134569748e+01    3.2532674139e+01    3.2000000141e+01    3.7865430450e+01    3.1467325945e+01    3.1999999985e+01
  12.0000000    2.6137643782e+01    3.2539625938e+01    3.2000000139e+01    3.7862356404e+01    3.1460374141e+01    3.1999999983e+01
  12.1250000    2.6140738803e+01    3.2546574998e+01    3.2000000138e+01    3.7859261375e+01    3.1453425079e+01    3.1999999984e+01
  12.2500000    2.6143853938e+01    3.2553521009e+01    3.2000000139e+01    3.7856146236e+01    3.1446479068e+01    3.1999999985e+01
  12.3750000    2.6146988242e+01    3.2560464674e+01    3.2000000138e+01    3.7853011927e+01    3.1439535405e+01    3.1999999985e+01
  12.5000000    2.6150140337e+01    3.2567405797e+01    3.2000000136e+01    3.7849859819e+01    3.1432594286e+01    3.1999999983e+01
  12.6250000    2.6153308948e+01    3.2574345126e+01    3.2000000132e+01    3.7846691188e+01    3.1425654959e+01    3.1999999980e+01
  12.7500000    2.6156493078e+01    3.2581282486e+01    3.2000000127e+01    3.7843507034e+01    3.1418717595e+01    3.1999999979e+01
  12.8750000    2.6159691608e+01    3.2588218371e+01    3.2000000124e+01    3.7840308477e+01    3.1411781703e+01    3.1999999979e+01
  13.0000000    2.6162903478e+01    3.2595153032e+01    3.2000000122e+01    3.7837096581e+01    3.1404847037e+01    3.1999999981e+01
  13.1250000    2.6166127562e+01    3.2602086904e+01    3.2000000121e+01    3.7833872476e+01    3.1397913159e+01    3.1999999981e+01
  13.2500000    2.6169362738e+01    3.2609020400e+01    3.2000000118e+01    3.7830637283e+01    3.1390979657e+01    3.1999999980e+01
  13.3750000    2.6172608011e+01    3.2615953648e+01    3.2000000111e+01    3.7827391996e+01    3.1384046403e+01    3.1999999976e+01
  13.5000000    2.6175862494e+01    3.2622887376e+01    3.2000000103e+01    3.7824137501e+01    3.1377112674e+01    3.1999999971e+01
  13.6250000    2.6179125342e+01    3.2629821664e+01    3.2000000094e+01    3.7820874642e+01    3.1370178387e+01    3.1999999964e+01
  13.7500000    2.6182395834e+01    3.2636757272e+01    3.2000000084e+01    3.7817604140e+01    3.1363242782e+01    3.1999999953e+01
  13.8750000    2.6185673216e+01    3.2643694328e+01    3.2000000071e+01    3.7814326749e+01    3.1356305726e+01    3.1999999939e+01
  14.0000000    2.6188956837e+01    3.2650633460e+01    3.2000000059e+01    3.7811043115e+01    3.1349366587e+01    3.1999999922e+01
  14.1250000    2.6192246355e+01    3.2657575018e+01    3.2000000047e+01    3.7807753585e+01    3.1342425022e+01    3.1999999905e+01
  14.2500000    2.6195541503e+01    3.2664519476e+01    3.2000000036e+01    3.7804458423e+01    3.1335480560e+01    3.1999999891e+01
  14.3750000    2.6198842093e+01    3.2671467312e+01    3.2000000028e+01    3.7801157822e+01    3.1328532721e+01    3.1999999881e+01
  14.5000000    2.6202147961e+01    3.2678418845e+01    3.2000000020e+01    3.7797851939e+01    3.1321581180e+01    3.1999999870e+01
  14.6250000    2.6205459159e+01    3.2685374764e+01    3.2000000011e+01    3.7794540720e+01    3.1314625245e+01    3.1999999860e+01
  14.7500000    2.6208776065e+01    3.2692335182e+01    3.2000000000e+01    3.7791223786e+01    3.1307664804e+01    3.1999999851e+01
  14.8750000    2.6212099176e+01    3.2699300787e+01    3.1999999990e+01    3.7787900652e+01    3.1300699181e+01    3.1999999843e+01
  15.0000000    2.6215428971e+01    3.2706271747e+01    3.1999999980e+01    3.7784570836e+01    3.1293728208e+01    3.1999999832e+01
  15.1250000    2.6218766005e+01    3.2713248711e+01    3.1999999970e+01    3.7781233785e+01    3.1286751231e+01    3.1999999818e+01
  15.2500000    2.6222111279e+01    3.2720231905e+01    3.1999999961e+01    3.7777888491e+01    3.1279768025e+01    3.1999999804e+01
  15.3750000    2.6225465924e+01    3.2727221717e+01    3.1999999953e+01    3.7774533827e+01    3.1272778206e+01    3.1999999790e+01
  15.5000000    2.6228831197e+01    3.2734218465e+01    3.1999999948e+01    3.7771168534e+01    3.1265781456e+01    3.1999999778e+01
  15.6250000    2.6232208277e+01    3.2741222460e+01    3.1999999947e+01    3.7767791433e+01    3.1258777466e+01    3.1999999766e+01
  15.7500000    2.6235598613e+01    3.2748234189e+01    3.1999999948e+01    3.7764401074e+01    3.1251765745e+01    3.1999999755e+01
  15.8750000    2.6239004026e+01    3.2755253606e+01    3.1999999951e+01    3.7760995635e+01    3.1244746335e+01    3.1999999745e+01
  16.0000000    2.6242426418e+01    3.2762281190e+01    3.1999999954e+01    3.7757573220e+01    3.1237718754e+01    3.1999999736e+01
  16.1250000    2.6245867699e+01    3.2769316894e+01    3.1999999954e+01    3.7754131918e+01    3.1230683050e+01    3.1999999727e+01
  16.2500000    2.6249329712e+01    3.2776361224e+01    3.1999999950e+01    3.7750669883e+01    3.1223638718e+01    3.1999999716e+01
  16.3750000    2.6252814836e+01    3.2783414076e+01    3.1999999943e+01    3.7747184738e+01    3.1216585863e+01    3.1999999706e+01
  16.5000000    2.6256325479e+01    3.2790475654e+01    3.1999999935e+01    3.7743674074e+01    3.1209524282e+01    3.1999999697e+01
  16.6250000    2.6259864180e+01    3.2797545926e+01    3.1999999927e+01    3.7740135351e+01    3.1202454005e+01    3.1999999687e+01
  16.7500000    2.6263433256e+01    3.2804625042e+01    3.1999999921e+01    3.7736566249e+01    3.1195374885e+01    3.1999999676e+01
  16.8750000    2.6267035344e+01    3.2811713100e+01    3.1999999916e+01    3.7732964132e+01    3.1188286825e+01    3.1999999661e+01
  17.0000000    2.6270673342e+01    3.2818809821e+01    3.1999999912e+01    3.7729326104e+01    3.1181190104e+01    3.1999999646e+01
  17.1250000    2.6274350167e+01    3.2825915342e+01    3.1999999909e+01    3.7725649252e+01    3.1174084587e+01    3.1999999633e+01
  17.2500000    2.6278068594e+01    3.2833029344e+01    3.1999999907e+01    3.7721930798e+01    3.1166970590e+01    3.1999999619e+01
  17.3750000    2.6281831327e+01    3.2840152016e+01    3.1999999902e+01    3.7718168040e+01    3.1159847925e+01    3.1999999603e+01
  17.5000000    2.6285641557e+01    3.2847282836e+01    3.1999999896e+01    3.7714357786e+01    3.1152717110e+01    3.1999999586e+01
  17.6250000    2.6289502394e+01    3.2854421805e+01    3.1999999888e+01    3.7710496925e+01    3.1145578143e+01    3.1999999569e+01
  17.7500000    2.6293416825e+01    3.2861568456e+01    3.1999999880e+01    3.7706582468e+01    3.1138431496e+01    3.1999999552e+01
  17.8750000    2.6297387617e+01    3.2868722702e+01    3.1999999871e+01    3.7702611647e+01    3.1131277256e+01    3.1999999535e+01
  18.0000000    2.6301417973e+01    3.2875884127e+01    3.1999999859e+01    3.7698581265e+01    3.1124115843e+01    3.1999999520e+01
  18.1250000    2.6305510994e+01    3.2883052362e+01    3.1999999848e+01    3.7694488220e+01    3.1116947618e+01    3.1999999504e+01
  18.2500000    2.6309669571e+01    3.2890227082e+01    3.1999999844e+01    3.7690329622e+01    3.1109772908e+01    3.1999999487e+01
  18.3750000    2.6313896506e+01    3.2897407675e+01    3.1999999845e+01    3.7686102668e+01    3.1102592322e+01    3.1999999470e+01
  18.5000000    2.6318194805e+01    3.2904593906e+01    3.1999999848e+01    3.7681804353e+01    3.1095406094e+01    3.1999999455e+01
  18.6250000    2.6322567300e+01    3.2911785022e+01    3.1999999848e+01    3.7677431845e+01    3.1088214981e+01    3.1999999441e+01
  18.7500000    2.6327016433e+01    3.2918980929e+01    3.1999999846e+01    3.7672982697e+01    3.1081019076e+01    3.1999999425e+01
  18.8750000    2.6331544933e+01    3.2926180645e+01    3.1999999844e+01    3.7668454180e+01    3.1073819362e+01    3.1999999408e+01
  19.0000000    2.6336155497e+01    3.2933383883e+01    3.1999999843e+01    3.7663843597e+01    3.1066616122e+01    3.1999999394e+01
  19.1250000    2.6340850447e+01    3.2940589754e+01    3.1999999841e+01    3.7659148627e+01    3.1059410247e+01    3.1999999382e+01
  19.2500000    2.6345631701e+01    3.2947797993e+01    3.1999999837e+01    3.7654367349e+01    3.1052202004e+01    3.1999999368e+01
  19.3750000    2.6350501696e+01    3.2955007696e+01    3.1999999830e+01    3.7649497330e+01    3.1044992298e+01    3.1999999355e+01
  19.5000000    2.6355462368e+01    3.2962218479e+01    3.1999999820e+01    3.7644536634e+01    3.1037781514e+01    3.1999999342e+01
  19.6250000    2.6360515314e+01    3.2969429559e+01    3.1999999807e+01    3.7639483663e+01    3.1030570434e+01    3.1999999331e+01
  19.7500000    2.6365662366e+01    3.2976640156e+01    3.1999999794e+01    3.7634336589e+01    3.1023359839e+01    3.1999999320e+01
  19.8750000    2.6370905166e+01    3.2983849697e+01    3.1999999784e+01    3.7629093775e+01    3.1016150301e+01    3.1999999309e+01
  20.0000000    2.6376244679e+01    3.2991057340e+01    3.1999999777e+01    3.7623754260e+01    3.1008942659e+01    3.1999999298e+01
  20.1250000    2.6381682210e+01    3.2998262690e+01    3.1999999775e+01    3.7618316735e+01    3.1001737312e+01    3.1999999287e+01
  20.2500000    2.6387218664e+01    3.3005464733e+01    3.1999999777e+01    3.7612780287e+01    3.0994535274e+01    3.1999999274e+01
  20.3750000    2.6392854447e+01    3.3012663294e+01    3.1999999780e+01    3.7607144505e+01    3.0987336716e+01    3.1999999261e+01
  20.5000000    2.6398590511e+01    3.3019857107e+01    3.1999999783e+01    3.7601408435e+01    3.0980142902e+01    3.1999999247e+01
  20.6250000    2.6404427252e+01    3.3027046006e+01    3.1999999784e+01    3.7595571683e+01    3.0972954001e+01    3.1999999231e+01
  20.7500000    2.6410364603e+01    3.3034228843e+01    3.1999999785e+01    3.7589634322e+01    3.0965771167e+01    3.1999999215e+01
  20.8750000    2.6416402993e+01    3.3041405285e+01    3.1999999785e+01    3.7583595923e+01    3.0958594731e+01    3.1999999199e+01
  21.0000000    2.6422541932e+01    3.3048574411e+01    3.1999999782e+01    3.7577456974e+01    3.0951425607e+01    3.1999999182e+01
  21.1250000    2.6428781160e+01    3.3055735749e+01    3.1999999780e+01    3.7571217730e+01    3.0944264272e+01    3.1999999165e+01
  21.2500000    2.6435120305e+01    3.3062888636e+01    3.1999999778e+01    3.7564878570e+01    3.0937111388e+01    3.1999999154e+01
  21.3750000    2.6441558392e+01    3.3070032451e+01    3.1999999775e+01    3.7558440473e+01    3.0929967574e+01    3.1999999148e+01
  21.5000000    2.6448094941e+01    3.3077166804e+01    3.1999999771e+01    3.7551903919e+01    3.0922833220e+01    3.1999999146e+01
  21.6250000    2.6454728624e+01    3.3084290863e+01    3.1999999769e+01    3.7545270235e+01    3.0915709157e+01    3.1999999145e+01
  21.7500000    2.6461458618e+01    3.3091404521e+01    3.1999999770e+01    3.7538540245e+01    3.0908595490e+01    3.1999999144e+01
  21.8750000    2.6468283539e+01    3.3098506767e+01    3.1999999772e+01    3.7531715328e+01    3.0901493232e+01    3.1999999144e+01
  22.0000000    2.6475202018e+01    3.3105597705e+01    3.1999999776e+01    3.7524796851e+01    3.0894402283e+01    3.1999999144e+01
  22.1250000    2.6482212869e+01    3.3112676225e+01    3.1999999781e+01    3.7517786005e+01    3.0887323757e+01    3.1999999145e+01
  22.2500000    2.6489314237e+01    3.3119742559e+01    3.1999999788e+01    3.7510684641e+01    3.0880257419e+01    3.1999999148e+01
  22.3750000    2.6496504993e+01    3.3126795678e+01    3.1999999796e+01    3.7503493892e+01    3.0873204290e+01    3.1999999152e+01
  22.5000000    2.6503783040e+01    3.3133835704e+01    3.1999999804e+01    3.7496215851e+01    3.0866164255e+01    3.1999999157e+01
  22.6250000    2.6511147176e+01    3.3140861979e+01    3.1999999812e+01    3.7488851714e+01    3.0859137972e+01    3.1999999162e+01
  22.7500000    2.6518595252e+01    3.3147874237e+01    3.1999999818e+01    3.7481403630e+01    3.0852125704e+01    3.1999999167e+01
  22.8750000    2.6526125943e+01    3.3154872398e+01    3.1999999824e+01    3.7473872929e+01    3.0845127529e+01    3.1999999171e+01
  23.0000000    2.6533737112e+01    3.3161855769e+01    3.1999999830e+01    3.7466261751e+01    3.0838144141e+01    3.1999999172e+01
  23.1250000    2.6541427350e+01    3.3168824699e+01    3.1999999836e+01    3.7458571503e+01    3.0831175193e+01    3.1999999175e+01
  23.2500000    2.6549194511e+01    3.3175778332e+01    3.1999999840e+01    3.7450804337e+01    3.0824221547e+01    3.1999999180e+01
  23.3750000    2.6557037210e+01    3.3182717095e+01    3.1999999843e+01    3.7442961637e+01    3.0817282773e+01    3.1999999187e+01
  23.5000000    2.6564953395e+01    3.3189640267e+01    3.1999999847e+01    3.7435045453e+01    3.0810359590e+01    3.1999999197e+01
  23.6250000    2.6572941699e+01    3.3196548079e+01    3.1999999852e+01    3.7427057148e+01    3.0803451764e+01    3.1999999207e+01
  23.7500000    2.6581000198e+01    3.3203440190e+01    3.1999999858e+01    3.7418998647e+01    3.0796559640e+01    3.1999999219e+01
  23.8750000    2.6589127635e+01    3.3210316450e+01    3.1999999865e+01    3.7410871207e+01    3.0789683367e+01    3.1999999231e+01
  24.0000000    2.6597322128e+01    3.3217176963e+01    3.1999999875e+01    3.7402676712e+01    3.0782822842e+01    3.1999999243e+01
  24.1250000    2.6605582710e+01    3.3224021110e+01    3.1999999888e+01    3.7394416129e+01    3.0775978684e+01    3.1999999255e+01
  24.2500000    2.6613907459e+01    3.3230849455e+01    3.1999999902e+01    3.7386091378e+01    3.0769150326e+01    3.1999999270e+01
  24.3750000    2.6622295769e+01    3.3237661060e+01    3.1999999915e+01    3.7377703067e+01    3.0762338712e+01    3.1999999287e+01
  24.5000000    2.6630745631e+01    3.3244456823e+01    3.1999999930e+01    3.7369253201e+01    3.0755542944e+01    3.1999999305e+01
  24.6250000    2.6639256531e+01    3.3251236077e+01    3.1999999946e+01    3.7360742299e+01    3.0748763688e+01    3.1999999323e+01
  24.7500000    2.6647826747e+01    3.3257999223e+01    3.1999999963e+01    3.7352172080e+01    3.0742000536e+01    3.1999999345e+01
  24.8750000    2.6656455572e+01    3.3264746314e+01    3.1999999979e+01    3.7343543251e+01    3.0735253436e+01    3.1999999367e+01
  25.0000000    2.6665141847e+01    3.3271477087e+01    3.1999999992e+01    3.7334856968e+01    3.0728522654e+01    3.1999999388e+01
  25.1250000    2.6673884744e+01    3.3278191978e+01    3.2000000002e+01    3.7326114060e+01    3.0721807750e+01    3.1999999405e+01
  25.2500000    2.6682683876e+01    3.3284890274e+01    3.2000000012e+01    3.7317314919e+01    3.0715109436e+01    3.1999999421e+01
  25.3750000    2.6691538088e+01    3.3291572670e+01    3.2000000023e+01    3.7308460700e+01    3.0708427023e+01    3.1999999437e+01
  25.5000000    2.6700447639e+01    3.3298238442e+01    3.2000000034e+01    3.7299551136e+01    3.0701761239e+01    3.1999999452e+01
  25.6250000    2.6709411184e+01    3.3304888165e+01    3.2000000045e+01    3.7290587572e+01    3.0695111506e+01    3.1999999467e+01
