# Claims ledger, area 'single': the model, the numerical setup, the single wormhole, two throats at rest.
# Columns and rules: claims.py --help.  One row per quantity; list every place the article quotes it in anchors.
# Extractors: claims/extract_single.py (single_*) and lib.py.  Rows whose note starts 'MISMATCH (kept deliberately)'
# or 'NOT TRACED' / 'NO ANCHOR' are findings of the 2026-09-24 ledger pass, not errors of the ledger.
id	tex	num	tol	status	extractor	args	anchors	source	checked	note
clmMergerSign	-1	-1		def	param	{"run": "ctrl_flip_d12", "key": "wormhole_phi_sign_B"}	and $\sigma=-1$ is the merger channel || and $\sigma=-1$ is the only gravity-driven merger channel || $\sigma=-1$, $d	campaign/03_two_throats/ctrl_flip_d12/evolution_params.txt: wormhole_phi_sign_B		the opposite-signed pair of the sign rule; the Table I default for the binaries
clmPairSeparation	12	12		def	single_pair_separation	{"run": "ctrl_rest_d12"}	three $d=12$ pairs || $d=12$ and $L	campaign/03_two_throats/ctrl_rest_d12/evolution_params.txt: |wormhole_centerB - wormhole_centerA|		the rest-released pairs of Fig. 5(a); the Table I default separation
# ---- numerical setup (sec:setup; Table I run counts are another area's; Table I caption parameters are here)
clmBoxL	64	64		def	param	{"run": "single_hold_t100", "key": "L"}	mPairSeparation$ and $L=64$. Left: the || in is a cube of side $L=64$ centred on || $\clmSpongeOuter$ at $L=64$ and $\clmS || x$ a production arm ($L=64$, $\clmBase	campaign/01_single_throat/hold/single_hold_t100/evolution_params.txt		production box; L=128 arms are stated where used; extra anchors: Table I caption, sec:setup:diagnostics (radiation), sec:cost; anchors re-cut 2026-09-24 (feedback edits)
clmBaseN	128	128		def	param	{"run": "single_hold_t100", "key": "N1"}	a $128^3$ base grid || $128^3$ base,	same params, N1		extra anchor: sec:cost
clmTimeStepFactor	0.02	0.02		def	param	{"run": "single_hold_t100", "key": "dt_multiplier"}	time step is $\Delta t=0.02\,\Delta x$, || exVersion. At $\Delta t=0.02\,\Delta x$	same params, dt_multiplier		extra anchors: sec:controls:systematics, sec:cost; anchors re-cut 2026-09-24 (feedback edits)
clmKOsigma	0.1	0.1		def	param	{"run": "single_hold_t100", "key": "sigma"}	dissipation $\sigma=0.1$	same params, sigma		
clmShiftEta	1	1		def	param	{"run": "single_hold_t100", "key": "eta"}	shift~\cite{campanelli2006,baker2006} with $\eta=1$ || $\eta=1$, and each other row || raised $\eta=1\to	same params, eta		extra anchors: Fig. 9 caption (the standard gauge) and sec:spiral:wall (eta = 1 -> 4)
clmRegridSteps	16	16		def	param	{"run": "single_hold_t100", "key": "regrid_interval"}	re-drawn every $16$ steps	same params, regrid_interval (first value)		
clmCczKappaOne	3	3		def	param	{"run": "single_hold_t100", "key": "kappa1"}	=(3,0,	same params, kappa1		
clmCczKappaTwo	0	0		def	param	{"run": "single_hold_t100", "key": "kappa2"}		same params, kappa2		NO ANCHOR: the only unique contexts of this 0, '=(3,0,' and ',0,1)', contain kappa1's 3 or kappa3's 1 (',0,' alone also occurs in (2,0,0)); place by hand, e.g. (\clmCczKappaOne{},\clmCczKappaTwo{},\clmCczKappaThree{})
clmCczKappaThree	1	1		def	param	{"run": "single_hold_t100", "key": "kappa3"}	1)$, $1{+}\log$ slicing	same params, kappa3		
clmDxBase	0.5	0.5		def	single_grid	{"run": "single_hold_t100", "what": "dx0"}	3$ base grid ($\Delta x=0.5$). Nested b || he base grid ($\Delta x=0.5$), which do	same params: L / N1		anchors re-cut 2026-09-24 (feedback edits)
clmFinestHalfWidth	4	4		def	single_grid	{"run": "single_hold_t100", "what": "half_width"}	(half-width $4$ per throat	same params: tagging_L 2^-(max_level+1); Source/Tagging/FixedGridsTagger.hpp tags |x| < tagging_L 2^-(l+2) on level l		the params-file comment ('level 3 half-width tagging_L 2^-5 = 2.0') and ThroatTracker.hpp say 2: they count the tags ON level 3, which lay no level; the level-3 boxes come from the level-2 tags, half-width 64/16 = 4
clmProdLevels	three	3		def	param	{"run": "single_hold_t100", "key": "max_level"}	Production runs use three refinement levels || base, three refinement levels	same params, max_level		extra anchor: sec:cost
clmFinestDx	1/16	0.0625		def	single_grid	{"run": "single_hold_t100", "what": "dx_finest"}	(finest $\Delta x=1/16$)	same params: L / N1 / 2^max_level		
clmResArmsLevelLo	4	4		def	param	{"run": "single_hold_ml4_t100", "key": "max_level"}	go to levels $4$--	campaign/01_single_throat/hold/single_hold_ml4_t100/evolution_params.txt: max_level		
clmResArmsLevelHi	7	7		def	param	{"run": "ladder_L7_r05000", "key": "max_level"}	--$7$ where stated	campaign/05_binary_spiral/p012_ladder/ladder_L7_r05000/evolution_params.txt: max_level		
clmBigBoxL	128	128		def	param	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "key": "L"}	lone-throat arms use $L=128$: the same || lmSpongeOuterBig$ at $L=128$---in which || ingle throats, whose $L=128$ arms keep || iusFortyFour$ on the $L=128$ spiral and || rRadiusOuter$ on the $L=128$ spiral and	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/evolution_params.txt: L		the orbital production chain (05_binary_spiral/p012_paper/v2_spiral_*_L128_*) has the same L; anchors re-cut 2026-09-24 (feedback edits)
clmSpongeInner	24	24		def	param	{"run": "single_hold_t100", "key": "sponge_inner_radius"}	of the half-width---$r=24$--$\clmSpon	campaign/01_single_throat/hold/single_hold_t100/evolution_params.txt: sponge_inner_radius		anchors re-cut 2026-09-24 (feedback edits)
clmSpongeOuter	32	32		def	param	{"run": "single_hold_t100", "key": "sponge_outer_radius"}	--$r=\clmSpongeInner$--$32$ at $L=\clm	same params, sponge_outer_radius		anchors re-cut 2026-09-24 (feedback edits)
clmSpongeStrength	4	4		def	param	{"run": "single_hold_t100", "key": "sponge_strength"}	$\sigma_{\rm sp}=4$	same params, sponge_strength		
clmSpongePower	fourth	4		def	param	{"run": "single_hold_t100", "key": "sponge_ramp_power"}	as the fourth power of the depth	same params, sponge_ramp_power		
clmChiFloor	10^{-8}	1e-8		def	param	{"run": "single_hold_t100", "key": "min_chi"}	$\chi\ge10^{-8}$ || twins at $10^{-8}$ and	same params, min_chi		extra anchor: sec:controls:systematics (the clamp twins)
clmLapseFloor	10^{-10}	1e-10		def	param	{"run": "single_hold_t100", "key": "min_lapse"}	$\alpha\ge10^{-10}$	same params, min_lapse		
clmChiFloorVariant	10^{-20}	1e-20		def	param	{"run": "single_hold_chireg_t100", "key": "min_chi"}	floors $\chi$ at $10^{-20}$ || and $10^{-20}$ re-converge	campaign/01_single_throat/hold/single_hold_chireg_t100/evolution_params.txt: min_chi		extra anchor: sec:controls:systematics (the clamp twins)
clmChiRhsFloor	10^{-8}	1e-8		def	param	{"run": "single_hold_chireg_t100", "key": "chi_rhs_floor"}	applies $10^{-8}$ only where	campaign/01_single_throat/hold/single_hold_chireg_t100/evolution_params.txt: chi_rhs_floor		
clmExtractRadiusTen	10	10		def	param	{"run": "merge_headon_flip_d8_v1_lvl5from0_scalar_t100", "key": "extraction_radii", "index": 0}	spheres at $R=10$	campaign/04_binary_headon/merge_headon_flip_d8_v1_lvl5from0_scalar_t100/evolution_params.txt: extraction_radii		the L = 64 binaries' in-code spheres 10/14/18
clmExtractRadiusFourteen	14	14		def	param	{"run": "merge_headon_flip_d8_v1_lvl5from0_scalar_t100", "key": "extraction_radii", "index": 1}	, $14$, $	same params, extraction_radii[1]		
clmExtractRadiusEighteen	18	18		def	param	{"run": "merge_headon_flip_d8_v1_lvl5from0_scalar_t100", "key": "extraction_radii", "index": 2}	$18$ (and	same params, extraction_radii[2]		
clmExtractRadiusTwentyTwo	22	22		def	param	{"run": "single_eps_p1e2_q5e3_ml4_t100", "key": "extraction_radii", "index": 3}	(and $22$ on the	campaign/01_single_throat/seed/single_eps_p1e2_q5e3_ml4_t100/evolution_params.txt: extraction_radii[3]		the single-throat wave arms carry 10/14/18/22
clmExtractRadiusTwenty	20	20		def	param	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "key": "extraction_radii", "index": 0}	at $R=20$, $	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/evolution_params.txt: extraction_radii		
clmExtractRadiusTwentyEight	28	28		def	param	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "key": "extraction_radii", "index": 1}	, $28$, $	same params, extraction_radii[1]		
clmExtractRadiusThirtySix	36	36		def	param	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "key": "extraction_radii", "index": 2}	, $36$, $	same params, extraction_radii[2]		
clmExtractRadiusFortyFour	44	44		def	param	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "key": "extraction_radii", "index": 3}	tractRadiusThirtySix$, $44$ on the $L=	same params, extraction_radii[3]		anchors re-cut 2026-09-24 (feedback edits)
clmShapeSystForming	34	34		auto	single_mms_excess	{"run": "merge_headon_flip_d8_v1_lvl5from0_scalar_t100"}	by up to $34\%$ while the surface forms	campaign/04_binary_headon/merge_headon_flip_d8_v1_lvl5from0_scalar_t100/horizon_scan.dat (every MOTS row)		the head-on level-5 record peaks at 34.4 % (t = 26, 4.5 units after formation); the level-5 restart chain reads 34.5 %, but the level-3 head-on arms read more: scout 35.6 % (t = 26), late-freeze arm 43.7 % (t = 32)
clmShapeSystLone	3	3		auto	expr	{"formula": "max(a,b,c,d,e,f,g)", "a": {"fn": "single_mms_excess", "run": "single_eps_p1e2_t100", "kind": "max", "centre": "A"}, "b": {"fn": "single_mms_excess", "run": "single_eps_p1e3_t100", "kind": "max", "centre": "A"}, "c": {"fn": "single_mms_excess", "run": "single_eps_p1e2_q1e2_t100", "kind": "max", "centre": "A"}, "d": {"fn": "single_mms_excess", "run": "single_eps_p1e2_q5e3_ml4_t100", "kind": "max", "centre": "A"}, "e": {"fn": "single_mms_excess", "run": "single_eps_p1e2_q5e2_ml4_t100", "kind": "max", "centre": "A"}, "f": {"fn": "single_mms_excess", "run": "single_pureq_q1e2_ml4_t100", "kind": "max", "centre": "A"}, "g": {"fn": "single_mms_excess", "run": "single_eps_p1e2_q1e2_ml4_scalar_t100", "kind": "max", "centre": "A"}}	ceeds $R/2$ by at most $3\%$ about a	horizon_scan.dat (centre A, the throat-centred scan) of the seven perturbative collapse arms: single_eps_p1e2_t100, single_eps_p1e3_t100, single_eps_p1e2_q1e2_t100, single_eps_p1e2_q5e3_ml4_t100, single_eps_p1e2_q5e2_ml4_t100, single_pureq_q1e2_ml4_t100, single_eps_p1e2_q1e2_ml4_scalar_t100		2026-09-24 FINDINGS fix: replaces the untraced '~13 % once settled'. Worst 100 (2 M_MS/R - 1): 2.84 % (the pure quadrupole); the eps = +-0.1 arms read 0.13/0.45 %. The coarse common-centre scan C reads 4.7-15.3 % on the same arms, but it is not the instrument the single-throat figures use; anchors re-cut 2026-09-24 (feedback edits)
clmShapeSystFormingLevelThree	44	44		auto	expr	{"formula": "max(a,b)", "a": {"fn": "single_mms_excess", "run": "merge_headon_flip_d8_v1_t100", "kind": "max", "centre": "C"}, "b": {"fn": "single_mms_excess", "run": "merge_headon_flip_d8_v1c_latefreeze_t100", "kind": "max", "centre": "C"}}	ile the surface forms ($44\%$ at level	campaign/04_binary_headon/{merge_headon_flip_d8_v1_t100,merge_headon_flip_d8_v1c_latefreeze_t100}/horizon_scan.dat (centre C)		2026-09-24 FINDINGS fix: scout 35.6 % (t = 26), late-freeze arm 43.7 % (t = 32); replaces the Limitations' '~10 %'; anchors re-cut 2026-09-24 (feedback edits)
clmShapeSystRounded	4	4		auto	single_mms_excess	{"run": "merge_headon_flip_d8_v1_lvl3down_t100_r03500", "kind": "min", "centre": "C"}	falling to $4\%$ as it rounds	campaign/04_binary_headon/merge_headon_flip_d8_v1_lvl3down_t100_r03500/horizon_scan.dat (centre C)		2026-09-24 FINDINGS fix: 4.25 % on the down-step's last MOTS row (t = 99), from 23 % at t = 36
clmFlowFinderLmax	6	6		manual			to degree $\ell_{\max}=6$ ($\clmFlow	GPU_PLAN.md '### R0 VERDICT (2026-09-21, ~07:20)': flow finder runs at lmax 4/6/8; grteclyn-wrapper/scripts/validation/ah_flow_finder.py --lmax (default 4)		a finder setting, not a packed run parameter; anchors re-cut 2026-09-24 (feedback edits)
clmFlowFinderLmaxAlt	8	8		manual			($8$ where stated)	as clmFlowFinderLmax; the production-chain t = 55.0 surface converged at lmax 8 (sec:spiral:inspiral)		
clmFlowFinderSchw	0.24	0.24		auto	single_flow_selftest	{"what": "schw_R"}	to $0.24\%$ and	campaign/05_binary_spiral/flow_finder_selftest.log (ah_flow_finder.py --analytic all, re-run 2026-09-24)		2026-09-24 FINDINGS fix: worst of the six Schwarzschild cases (seed r0 = 0.8 at lmax 4: R = 0.9976); the best cases read 0.01-0.03 %, where the old untraced '0.03 %' came from
clmFlowFinderSchwMass	0.12	0.12		auto	single_flow_selftest	{"what": "schw_M"}	$M_{\rm MS}=M$ to $0.12\%$	campaign/05_binary_spiral/flow_finder_selftest.log		2026-09-24 FINDINGS fix: M_MS = 0.4994 at lmax 4 (0.4996 at lmax 0) against M = 0.5
clmPsiPipelines	0.2	0.2		auto	mergers_pipeline_peak	{"run": "merge_headon_flip_d8_v1_lvl5from0_scalar_t100", "radii": [10, 14, 18], "lo": 20, "hi": 70}	burst peak to $0.2\%$	campaign/04_binary_headon/merge_headon_flip_d8_v1_lvl5from0_scalar_t100/Weyl4_mode_20.dat (in-code) vs psi4_mode_l2m0.dat (offline consumer)		2026-09-24 FINDINGS fix: peak ratios 1.0011/0.9979/0.9987 at R = 10/14/18 (worst 0.21 %); the records differ by 0.3/0.9/2.0 % of peak over t = 20-70 (the consumer samples every 0.5). On the single throats the in-code stream is floor-dominated inside the burst window (peak ratios 0.04-0.16, in-code peaks at the window's end), so nothing is claimed there; the untraced '0.1 %' is gone
# ---- the single wormhole: fixed point and unstable mode (sec:single:fixedpoint, sec:single:instability, Fig. 1)
clmHoldTimeLevelThree	35	35		auto	single_hold_time	{"run": "single_hold_t100", "threshold": 0.001}	for $35$ time units || until $t\approx35$	campaign/01_single_throat/hold/single_hold_t100/areal_radius.dat; BRANCHES.md Sec. 4 (plot_branches.crossing, reference R(0))		|R/R0 - 1| first exceeds 0.1 % at t = 35.27 (R0 = the run's own t = 0 reading, as BRANCHES.md); against the closed-form R_star the crossing is t = 35.58; extra anchor: sec:pair:placement
clmHoldTolLevelThree	0.1	0.1		auto	single_max_dev	{"run": "single_hold_t100", "t1": 35}	to $0.1\%$ for $ || holds its radius to $0.1\%$ until	campaign/01_single_throat/hold/single_hold_t100/areal_radius.dat		max |R/R0 - 1| over t <= 35 = 0.089 %; extra anchor: sec:pair:placement
clmHoldTimeOnePct	44	44		auto	single_hold_time	{"run": "single_hold_t100", "threshold": 0.01}	until $t\simeq44$	campaign/01_single_throat/hold/single_hold_t100/areal_radius.dat; BRANCHES.md Sec. 4		t = 44.23
clmHoldTolOnePct	1	1		auto	single_max_dev	{"run": "single_hold_t100", "t1": 44}	and to $1\%$ until	campaign/01_single_throat/hold/single_hold_t100/areal_radius.dat		max |R/R0 - 1| over t <= 44 = 0.95 %
clmLevelFourDigits	four	4	abs:0.5	auto	single_dev_at	{"run": "single_hold_ml4_t100", "t": 30, "digits": true}	exact to four digits at $t=30$	campaign/01_single_throat/hold/single_hold_ml4_t100/areal_radius.dat		-log10 |R(30)/R_star - 1| = 3.81 (R(30) = 3.89015 against 3.88955)
clmOnsetShiftLo	5.6	5.6		auto	single_onset_shift	{"kind": "min"}	by $5.6$--	campaign/01_single_throat/hold/{single_hold_t100,single_hold_ml4_t100}/areal_radius.dat; BRANCHES.md Sec. 4		level 3 -> 4 delay of the 1e-3 / 1e-2 / 1e-1 crossings: 5.58 / 8.67 / 7.94
clmOnsetShiftHi	8.7	8.7		auto	single_onset_shift	{"kind": "max"}	--$8.7$ units per halving	as clmOnsetShiftLo		
clmLevelTwoDeath	24.2	24.2		auto	last_time	{"run": "single_hold_ml2_t100", "file": "constraint_norms.dat"}	origin failure at $t=24.2$	campaign/01_single_throat/hold/single_hold_ml2_t100/constraint_norms.dat (last row, the NaN step)		t = 24.17 (h11 NaN on level 2, registry)
clmLevelTwoDev	0.12	0.12		auto	single_dev_at	{"run": "single_hold_ml2_t100"}	still exact to $0.12\%$	campaign/01_single_throat/hold/single_hold_ml2_t100/areal_radius.dat (last reading, t = 23)		R(23) = 3.89420 against the closed-form 3.88955: +0.120 %
clmHalfMassM	0.5	0.5		def	param	{"run": "single_m05_t040", "key": "wormhole_drainhole_mass_A"}	at $m=0.5$ the throat holds || the lone $m=0.5$ throat || half-mass, $m=0.5$	campaign/01_single_throat/hold/single_m05_t040/evolution_params.txt		extra anchor: sec:headon:halfmass (the lone control); also quoted in the detector/discussion sections (merged from clmDetKnobHalfMassM, 2026-09-24)
clmHalfMassHoldTol	0.1	0.1		auto	single_max_dev	{"run": "single_m05_t040", "t1": 17}	holds $0.1\%$ only to	campaign/01_single_throat/hold/single_m05_t040/areal_radius.dat		max |R/R0 - 1| over t <= 17 = 0.077 %
clmHalfMassHoldTime	17	17		auto	single_hold_time	{"run": "single_m05_t040", "threshold": 0.001}	only to $t\approx17$	campaign/01_single_throat/hold/single_m05_t040/areal_radius.dat		t = 17.41 against its own R0 = 2.87173 (the m = 0.5 closed form)
clmHalfMassDeath	26.3	26.3		auto	last_time	{"run": "single_m05_t040", "file": "constraint_norms.dat"}	at its origin at $t=26.3$ || fails only at $t=26.3$	campaign/01_single_throat/hold/single_m05_t040/constraint_norms.dat (last row)		t = 26.27 (K NaN, registry 26.28); extra anchor: sec:headon:halfmass
clmTauLevelThree	5.88	5.88		auto	single_plateau	{"run": "single_hold_t100"}	$\tau=5.88/ || give $\tau=5.88$ (level 3)	campaign/01_single_throat/hold/single_hold_t100/areal_radius.dat; plot_branches.plateau_rate (centres t = 49-61)		rate 0.1702 +- 0.0025, tau = 5.875
clmTauLevelFour	5.26	5.26		auto	single_plateau	{"run": "single_hold_ml4_t100"}	/5.26$ at levels 3/4 || and $5.26$ (level 4)	campaign/01_single_throat/hold/single_hold_ml4_t100/areal_radius.dat; plot_branches.plateau_rate		rate 0.1902 +- 0.0022, tau = 5.259
clmTauRounded	5.9	5.9		auto	single_plateau	{"run": "single_hold_t100"}	its ADM mass $M$. $\tau=5.9\,M$ is the || mTauLevelFourRounded$--$5.9$ in isolati || mTauLevelFourRounded$--$5.9$; we use $\	as clmTauLevelThree		the level-3 tau (5.875) at two figures; extra anchors: abstract, Table II caption, sec:discussion:noinspiral and sec:spiral:inspiral ('5.3--5.9 in isolation'); anchors re-cut 2026-09-24 (feedback edits)
clmTauLevelFourRounded	5.3	5.3		auto	single_plateau	{"run": "single_hold_ml4_t100"}	the isolated $5.3$ || fly-by and $5.3$	as clmTauLevelFour		the level-4 tau (5.259) at two figures; anchors in sec:discussion:noinspiral and sec:spiral:inspiral
clmProperEfoldThree	0.87	0.87		auto	single_proper_efold	{"run": "single_hold_t100"}	/R_\star=0.87$ and || --$0.87\,R_\star$	tau (clmTauLevelThree) x alpha_th / R_star, closed form at the production a, m		T = 0.8684
clmProperEfoldFour	0.78	0.78		auto	single_proper_efold	{"run": "single_hold_ml4_t100"}	and $0.78$, where || $\tau\alpha_{\rm th}=0.78$	as clmProperEfoldThree		T = 0.7772
clmThroatLapse	0.575	0.575		def	single_drainhole	{"quantity": "alpha_th"}	=e^{u(r_t)}=0.575$	closed form e^{u(r_t)} at the production a, m		0.57489
clmGgsMassless	0.846	0.846		lit			their Table~I spans $T=0.846$ at the mas	Gonzalez, Guzman & Sarbach, Class. Quantum Grav. 26, 015010 (2009) [arXiv:0806.0608], Table I (gamma_1 = 0); also T_TABULATED in results/merger/analysis/single_throat_instability.py		anchors re-cut 2026-09-24 (feedback edits)
clmGgsMassive	0.590	0.590		lit			end to $0.590$	as clmGgsMassless, the gamma_1 -> infinity end		
clmGgsAgreement	15	15	abs:1	auto	single_ggs_excess	{"runs": ["single_hold_t100", "single_hold_ml4_t100"], "t_ggs": 0.758357}	longer at level 4 and $15\%$ longer a	largest excess of the measured T (level 3) over the parameter-matched linear T = 0.758357 (grteclyn-wrapper/scripts/analysis/merger_feedback/linear_mode.py); was the top of the unmatched 0.68-0.76 band		largest excess of T over the band's top 0.76: 14.3 % (level 3; level 4 2.3 %). The band is not printed in the paper, whose quoted GGS span is 0.590-0.846 (level 3 is 2.6 % above its massless end). '~15%' read as approximate; anchors re-cut 2026-09-24 (feedback edits)
clmCrossingMean	13.0	13.0		auto	single_pair_crossing_mean	{"pairs": [["single_eps_m1e2_t100", "single_eps_p1e2_t100"], ["single_eps_m1e3_t100", "single_eps_p1e3_t100"]]}	cross at $t_\times\simeq13.0$ || $\varepsilon$-independent $t_\times\simeq13.0$	campaign/01_single_throat/seed/single_eps_{m,p}1e{2,3}_t100/areal_radius.dat; plot_seed_branches (pair crossing)		the +-1e-2 and +-1e-3 pairs cross at t = 13.007 and 13.036
clmKickThreeDeath	40.1	40.1		auto	last_time	{"run": "single_eps_p1e3_t100", "file": "constraint_norms.dat"}	compactified origin, $t=40.1$ ($+10^{-3} || he $+10^{-3}$ arm at $t=40.1$, before th || epsilon=+10^{-3}$ at $t=40.1$, $\clmKick	campaign/01_single_throat/seed/single_eps_p1e3_t100/constraint_norms.dat (last row)		t = 40.07; anchors re-cut 2026-09-24 (feedback edits)
clmKickThreeLead	15	15	abs:1	auto	expr	{"formula": "d-m", "d": {"fn": "last_time", "run": "single_eps_p1e3_t100", "file": "constraint_norms.dat"}, "m": {"fn": "single_mots", "run": "single_eps_p1e3_t100", "what": "first_time"}}	$15$ units after its horizon forms	campaign/01_single_throat/seed/single_eps_p1e3_t100/{constraint_norms.dat,horizon_scan.dat}		2026-09-24 FINDINGS fix: 40.07 - 25.0 (first MOTS row on the throat-centred scan, unit cadence, so +-1)
clmDressedDeathLevelThree	27.6	27.6		auto	last_time	{"run": "single_eps_p1e2_q1e2_t100", "file": "constraint_norms.dat"}	at $t=27.6$, $	campaign/01_single_throat/seed/single_eps_p1e2_q1e2_t100/constraint_norms.dat (last row; NaN in run_tail.log)		2026-09-24 FINDINGS fix: 27.58; its checkpointed twin single_eps_p1e2_q1e2_chk_t100 dies at the same time. The level-4 eps_2 = 1e-2 restart (single_eps_p1e2_q1e2_ml4_t100_r02500) passes it, stopping at t = 51.9 with no NaN
clmDressedLeadLevelThree	14	14	abs:1	auto	expr	{"formula": "d-m", "d": {"fn": "last_time", "run": "single_eps_p1e2_q1e2_t100", "file": "constraint_norms.dat"}, "m": {"fn": "single_mots", "run": "single_eps_p1e2_q1e2_t100", "what": "first_time"}}	$14$ after)	campaign/01_single_throat/seed/single_eps_p1e2_q1e2_t100/{constraint_norms.dat,horizon_scan.dat}		27.58 - 14.0 (first MOTS row, unit cadence)
clmHamZeroLo	2.1	2.1e-3		auto	single_norm_over_runs	{"runs": ["single_eps_m1e2_t100", "single_eps_p1e2_t100", "single_eps_m1e3_t100", "single_eps_p1e3_t100"], "col": "L2_Ham", "t": 0, "kind": "min"}	($2.1$--	campaign/01_single_throat/seed/single_eps_*1e{2,3}_t100/constraint_norms.dat at t = 0		2.089e-3 (eps = -1e-3); the unkicked single_hold_t100 reads 2.096e-3
clmHamZeroHi	2.35\times10^{-3}	2.35e-3		auto	single_norm_over_runs	{"runs": ["single_eps_m1e2_t100", "single_eps_p1e2_t100", "single_eps_m1e3_t100", "single_eps_p1e3_t100"], "col": "L2_Ham", "t": 0, "kind": "max"}	--$2.35\times10^{-3}$ for	as clmHamZeroLo		2.346e-3 (eps = +1e-2)
clmMomKickTwo	2.3\times10^{-4}	2.3e-4		auto	single_norm_over_runs	{"runs": ["single_eps_m1e2_t100", "single_eps_p1e2_t100"], "col": "L2_Mom", "t": 0.5, "kind": "mean"}	($2.3\times10^{-4}$ at	campaign/01_single_throat/seed/single_eps_{m,p}1e2_t100/constraint_norms.dat at t = 0.5		L2_Mom is exactly 0 at t = 0; at t = 0.5 (plot_seed_branches' console M(0.5)) the pair reads 2.34e-4 (-) and 2.21e-4 (+), mean 2.28e-4
clmMomKickThree	2.3\times10^{-5}	2.3e-5		auto	single_norm_over_runs	{"runs": ["single_eps_m1e3_t100", "single_eps_p1e3_t100"], "col": "L2_Mom", "t": 0.5, "kind": "mean"}	$2.3\times10^{-5}$ at	as clmMomKickTwo, eps = 1e-3		2.28e-5 (-), 2.27e-5 (+)
clmMomUnkicked	2\times10^{-7}	2e-7		auto	single_norm	{"run": "single_hold_t100", "col": "L2_Mom", "t": 0.5}	against $2\times10^{-7}$ unkicked	campaign/01_single_throat/hold/single_hold_t100/constraint_norms.dat at t = 0.5		2.05e-7
