# Claims ledger, area 'detector': Table I's run counts, the pattern-matching section (strain, validation,
# fitting factors, the O3b search, ringdown, bursts), the Discussion's own numbers (no-inspiral budget, heavy
# seeds, Limitations) and reproducibility/cost.  Extractors: extract_detector.py; Table I map: table1_groups.tsv.
# Columns and rules: claims.py --help.  Rows with tol abs:0.5 and an exponent in num compare log10 (order of magnitude).
id	tex	num	tol	status	extractor	args	anchors	source	checked	note
clmDetRunsGauge	10	10		auto	detector_table1_runs	{"group": "gauge arms"}	& 10 & \ref{sec:spiral:wall}	claims/table1_groups.tsv + the pack (every run_tail*.log directory under campaign/)		count of runs mapped to this group; ERROR if a mapped run is not packed or its name is packed twice
clmDetRunsShakedown	12	12		auto	detector_table1_total	{"which": "shakedown"}	& 12 & \ref{sec:setup:scheme} || ; $12$ form an archived shakedown	claims/table1_groups.tsv + the pack (every run_tail*.log directory under campaign/)		01_single_throat/gauge + grid (11) + 02_moving_throat/s20_boost_p02 (registry: Stage 2.0 shakedown); ERROR if any packed run is unclassified
clmDetRunsTotal	144	144		auto	detector_table1_total	{"which": "all"}	The run matrix: $144$ evolutions || groups the $144$ evolutions	claims/table1_groups.tsv + the pack (every run_tail*.log directory under campaign/)		160 packed run dirs = 144 counted + 16 not (10 .__keep copies, 1 HOOKFAIL, 3 OOMFAIL dirs incl. a top-level duplicate, 2 in flight at the recount and not cited); ERROR if any packed run is unclassified
clmDetRunsPhysics	132	132		auto	detector_table1_total	{"which": "physics"}	leaving $132$ || The $132$ evolutions total	claims/table1_groups.tsv + the pack (every run_tail*.log directory under campaign/)		144 minus the 12 archived shakedown runs
clmDetKnobLoneLevelsLo	2	2		def	detector_table1_param	{"group": "lone throat", "key": "max_level", "stat": "min"}	lone throat & levels 2--	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobLoneLevelsHi	4	4		def	detector_table1_param	{"group": "lone throat", "key": "max_level", "stat": "max"}	--4; $\chi$ floor; $\Delta t$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobLoneL	128	128		def	detector_table1_param	{"group": "lone throat", "key": "L", "stat": "max"}	$\Delta t$; $L{=}128$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobKickEpsLo	10^{-3}	-3		def	detector_table1_param	{"group": "spherical kicks", "key": "eps", "stat": "min_abs", "log10": true}	$\varepsilon=\pm10^{-3}	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		log10 compared (exact)
clmDetKnobKickEpsHi	10^{-1}	-1		def	detector_table1_param	{"group": "spherical kicks", "key": "eps", "stat": "max_abs", "log10": true}	\ldots\pm10^{-1}$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		log10 compared (exact)
clmDetKnobKickLevel	4	4		def	detector_table1_param	{"group": "spherical kicks", "key": "max_level", "stat": "max"}	$; level 4 &	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobQuadLo	0.005	0.005		def	detector_table1_param	{"group": "quadrupolar kicks", "key": "eps2", "stat": "min_nonzero"}	quadrupolar kicks & $\varepsilon_2=0.005$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobQuadHi	0.05	0.05		def	detector_table1_param	{"group": "quadrupolar kicks", "key": "eps2", "stat": "max"}	--$0.05$; kick-free arm	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobScalarLevel	4	4		def	detector_table1_param	{"group": "scalar-stream re-runs", "key": "max_level", "stat": "only"}	unkicked level 4	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobScalarLLo	64	64		def	detector_table1_param	{"group": "scalar-stream re-runs", "key": "L", "stat": "min"}	$L{=}64$/	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobScalarLHi	128	128		def	detector_table1_param	{"group": "scalar-stream re-runs", "key": "L", "stat": "max"}	/$128$; $\varepsilon	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobScalarEps	10^{-2}	-2		def	detector_table1_param	{"group": "scalar-stream re-runs", "key": "eps", "stat": "max", "log10": true}	$\varepsilon{=}{+}10^{-2}$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		log10 compared (exact). NB the params of all three also carry eps2 = 0.01, which the binary they ran ignored (plot_scalar_censorship docstring), hence 'unkicked'
clmDetKnobPairALo	1	1		def	detector_table1_param	{"group": "two throats at rest", "key": "a", "stat": "min"}	$\sigma$; $a=1$--	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobPairAHi	3	3		def	detector_table1_param	{"group": "two throats at rest", "key": "a", "stat": "max"}	--$3$; $d=	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobPairDLo	12	12		def	detector_table1_param	{"group": "two throats at rest", "key": "separation", "stat": "min"}	; $d=12$--	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobPairDHi	18	18		def	detector_table1_param	{"group": "two throats at rest", "key": "separation", "stat": "max"}	--$18$; $p	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobPairPush	0.12	0.12		def	detector_table1_param	{"group": "two throats at rest", "key": "momentum", "stat": "max"}	$p=0.12$ push	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobPlaceDLo	6	6		def	detector_table1_param	{"group": "placement probes", "key": "separation", "stat": "min"}	placement probes & $d=6$--	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobPlaceDHi	48	48		def	detector_table1_param	{"group": "placement probes", "key": "separation", "stat": "max"}	--$48$, one step each	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobHeadonD	8	8		def	detector_table1_param	{"group": "head-on, d=8", "key": "separation", "stat": "max"}	head-on, $d=8$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		MISMATCH (label): the group's ten runs include merge_headon_flip_d12 at d = 12 (the 2026-09-23 recount kept it here 'as in the old table'); the knob column does not mention d, so either the label says d = 8-12 or that run moves and the count becomes 9
clmDetKnobHeadonLevelLo	3	3		def	detector_table1_param	{"group": "head-on, d=8", "key": "max_level", "stat": "min"}	fill; levels 3/	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobHeadonLevelHi	5	5		def	detector_table1_param	{"group": "head-on, d=8", "key": "max_level", "stat": "max"}	/5; down-step	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobHalfMassD	6	6		def	detector_table1_param	{"group": "half-mass, m=0.5", "key": "separation", "stat": "max"}	pair at $d=6$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		the lone control has d = 0
clmDetKnobMomentumLo	0.20	0.20		def	detector_table1_param	{"group": "momentum scan", "key": "momentum", "stat": "min"}	momentum scan & $p=0.20$--	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobMomentumHi	0.45	0.45		def	detector_table1_param	{"group": "momentum scan", "key": "momentum", "stat": "max"}	--$0.45$ &	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobFlybyP	0.45	0.45		def	detector_table1_param	{"group": "fly-by, p=0.45", "key": "momentum", "stat": "only"}	fly-by, $p=0.45$ &	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobFlybyLevel	5	5		def	detector_table1_param	{"group": "fly-by, p=0.45", "key": "max_level", "stat": "max"}	& level 5 on the doubled box	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobChainP	0.12	0.12		def	detector_table1_param	{"group": "orbital chain, p=0.12", "key": "momentum", "stat": "only"}	orbital chain, $p=0.12$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		merge_orbit_flip_d12_r05000 has no packed evolution_params.txt and is skipped
clmDetKnobLadderLevelHi	7	7		def	detector_table1_param	{"group": "refinement ladder", "key": "max_level", "stat": "max"}	--7; $\Delta t$; damping	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobFreezeL	64	64		def	detector_table1_param	{"group": "interior freeze, L=64", "key": "L", "stat": "only"}	interior freeze, $L{=}64$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobWallPLo	0.15	0.15		def	detector_table1_param	{"group": "wall probes", "key": "momentum", "stat": "min"}	wall probes & $p=0.15$--	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobWallPHi	0.25	0.25		def	detector_table1_param	{"group": "wall probes", "key": "momentum", "stat": "max"}	--$0.25$; levels; fill off	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobProdSpiralL	128	128		def	detector_table1_param	{"group": "production spiral, L=128", "key": "L", "stat": "only"}	production spiral, $L{=}128$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobGaugeEta	4	4		def	detector_table1_param	{"group": "gauge arms", "key": "eta", "stat": "max"}	$\eta{=}4$	evolution_params.txt of the group's runs (table1_groups.tsv); derived keys: separation = |centre A - centre B|, momentum = |p_A|		
clmDetKnobLadderLevelLo	3	3		manual			ladder & levels 3--	the ladder's level-3 member is its parent, merge_orbit_flip_d12_r05000 (orbital chain), restarted at t=50		that run has no packed evolution_params.txt, so its level cannot be read back; the ladder group itself spans 4-7
clmDetGpuHours	810	810		auto	detector_gpu_hours	{"which": "physics"}	total $810$ GPU-hours	run_tail*.log of each run (gpu_hours.py arithmetic: per leg (t_end - t_start)/speed, __part legs at main speed) over the Table I physics runs; restarted legs with no packed stream dated from their checkpoint		MISMATCH: 649.6 h. The 810 (810.3, reproduced exactly with args restart_aware=false) comes from gpu_hours.py's leg_start, which falls back to t_start = 0 when a leg has no packed stream; GRTeclyn logs speed = (t - t_restart)/wall (Source/GRTeclynCore/GRAMRLevel.cpp:158), so the 10 restarts from Chk05000 (t=50) whose streams are gone -- 7 ladder rungs, freeze_narrow_late, merge_orbit_flip_d12_r05000, merge_twin_p012_cf12 -- are charged for t=0->t_end: +160.7 h (ladder_L7 49.6 h instead of 5.5 h). Restart times from run_manifest.json/params agree with the stream starts of every restart that has streams. Also: the tracked script as committed crashes (ZeroDivisionError on the speed-0 OOMFAIL launches) and, knowing no Table I partition, prints 'CITED PHYSICS 817.9 h / 138 runs' even with a guard -- the article's number needs table1_groups.tsv
clmDetGpuHoursShakedown	9	9		auto	detector_gpu_hours	{"which": "shakedown"}	the shakedown adds $9$ h	run_tail*.log of each run (gpu_hours.py arithmetic: per leg (t_end - t_start)/speed, __part legs at main speed) over the 12 shakedown runs		recomputed 9.34 h
clmDetCostHeadonLevelFive	28.2	28.2		auto	detector_gpu_hours	{"runs": ["merge_headon_flip_d8_v1_lvl5from0_scalar_t100"]}	$28.2$ h for the head-on's	campaign/04_binary_headon/merge_headon_flip_d8_v1_lvl5from0_scalar_t100/run_tail.log		t = 0 -> 100 at 3.54 u/h
clmDetCostFlybyLevelFive	46.7	46.7		auto	detector_gpu_hours	{"runs": ["merge_orbit_flip_d12_p045_L128_lvl5_t100"]}	$46.7$ h for the fly-by	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/run_tail.log		t = 0 -> 100 at 2.14 u/h
clmDetCostSpiralChain	23.5	23.5		auto	detector_gpu_hours	{"runs": ["v2_spiral_d12_p012_L128_lvl3_t050", "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700"]}	three-stage chain costs $23.5$ h	campaign/05_binary_spiral/p012_paper/: the three legs' run_tail.log		stage 1 = the whole level-3 run to t=50 (5.52 h; the chain restarts from its t=36 checkpoint), stage 2 = level 5 t=36->60.4 (6.44 h), stage 3 = the frozen-core arm t=57->100 (11.50 h; its fill-window twin freeze2 is not counted): 23.46 h
clmDetMemFlybyPeak	58	58		auto	detector_arena_peak_gib	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100"}	peaks at $58$ of the	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/run_tail.log '[The Arena] max space (MB) allocated'		58926 MB (2^20 B, AMReX's unit) = 57.5 GiB; 'max space used' is 57549 MB = 56.2 GiB
clmDetMemDevice	80	80		lit			H100 80\,GB device || of the $80$ GB	NVIDIA H100 80GB HBM3 datasheet (nominal capacity)		the logs report 'Total GPU global memory (MB): 81079' (79.2 GiB usable) on every run that prints it
clmDetCpuCores	32	32		manual			two 32-core Xeon	lscpu on the first GPU node (2026-09-24): 2 sockets x 32 cores, Intel Xeon Platinum 8462Y+		not in the pack. The same host exposes 2 GPUs to this container (/proc/driver/nvidia/gpus), so 'four-GPU nodes' is not verifiable from here
clmDetAmrexVersion	26.02	26.02		def	detector_amrex_version		AMReX~26.02	run_tail*.log of the Table I runs: 'AMReX (26.02-12-gd7da50458966) finalized'		every tail that reaches finalize reports this one build; runs killed before finalize print no version
clmDetSpeedProdLo	12	12		manual			advances $12$--	main-leg 'average evolution speed' in run_tail.log. Measured, physics runs at L=64, 128^3, max_level 3, dt 0.02, default gauge, main leg >= 10 units: 5.7-18.4 u/h (single throats 16.6-18.4; head-on 12.6-17.0; orbits 12.0-18.3 but the momentum scan's p=0.25/0.35 arms 5.7/6.8; two throats at rest 8.4-10.3; Helfer twins 9.9-12.0); the t=100 arms (single throats, head-on) 14.3-18.4 u/h, 5.4-7.0 h		a characterisation, not a fitted number: 12-18 covers the single-throat and most binary arms, not the slowest production-setting arms (5.7 u/h)
clmDetSpeedProdHi	18	18		manual			--$18$ code units per hour	main-leg 'average evolution speed' in run_tail.log. Measured, physics runs at L=64, 128^3, max_level 3, dt 0.02, default gauge, main leg >= 10 units: 5.7-18.4 u/h (single throats 16.6-18.4; head-on 12.6-17.0; orbits 12.0-18.3 but the momentum scan's p=0.25/0.35 arms 5.7/6.8; two throats at rest 8.4-10.3; Helfer twins 9.9-12.0); the t=100 arms (single throats, head-on) 14.3-18.4 u/h, 5.4-7.0 h		fastest production arm 18.4 u/h (single_hold_t100)
clmDetCostTHundredLo	6	6		manual			costs $6$--	main-leg 'average evolution speed' in run_tail.log. Measured, physics runs at L=64, 128^3, max_level 3, dt 0.02, default gauge, main leg >= 10 units: 5.7-18.4 u/h (single throats 16.6-18.4; head-on 12.6-17.0; orbits 12.0-18.3 but the momentum scan's p=0.25/0.35 arms 5.7/6.8; two throats at rest 8.4-10.3; Helfer twins 9.9-12.0); the t=100 arms (single throats, head-on) 14.3-18.4 u/h, 5.4-7.0 h		100/18 = 5.6 h; the measured t=100 single-throat arms took 5.4-5.6 h
clmDetCostTHundredHi	8	8		manual			--$8$ h. Depth	main-leg 'average evolution speed' in run_tail.log. Measured, physics runs at L=64, 128^3, max_level 3, dt 0.02, default gauge, main leg >= 10 units: 5.7-18.4 u/h (single throats 16.6-18.4; head-on 12.6-17.0; orbits 12.0-18.3 but the momentum scan's p=0.25/0.35 arms 5.7/6.8; two throats at rest 8.4-10.3; Helfer twins 9.9-12.0); the t=100 arms (single throats, head-on) 14.3-18.4 u/h, 5.4-7.0 h		100/12 = 8.3 h; the measured t=100 head-on arms took 6.6-7.0 h
clmDetSpeedLevelFiveLo	2	2		manual			run at $2$--	main-leg speed in run_tail.log of the level-5 physics runs: 2.14-4.34 u/h over the 15 legs that ran >= 10 units (fly-by L=128 2.14 ... interior-freeze restarts 4.32-4.34); the 12 shorter restarts reach 4.35 (ladder L5, 5.6 units) and 4.99 (merge_twin_p012_cf12_t060_r05000, 0.006 units: the cumulative speed is start-up dominated)		
clmDetSpeedLevelFiveHi	4	4		manual			--$4$ units per hour	main-leg speed in run_tail.log of the level-5 physics runs: 2.14-4.34 u/h over the 15 legs that ran >= 10 units (fly-by L=128 2.14 ... interior-freeze restarts 4.32-4.34); the 12 shorter restarts reach 4.35 (ladder L5, 5.6 units) and 4.99 (merge_twin_p012_cf12_t060_r05000, 0.006 units: the cumulative speed is start-up dominated)		
clmDetPedestalCleanLo	0.02	0.02		auto	detector_template_drift	{"stat": "min", "arms": ["throat", "twin"]}	(\text{peak})$ is $0.02$	gw_search/templates/nr.py load_arm(): drift = |h| at the record's ends / at its peak, on the pack's Psi4 streams		collapsing throat 0.020, vacuum twin 0.067
clmDetPedestalCleanHi	0.07	0.07		auto	detector_template_drift	{"stat": "max", "arms": ["throat", "twin"]}	--$0.07$ for the collapsing throat	gw_search/templates/nr.py load_arm(): drift = |h| at the record's ends / at its peak, on the pack's Psi4 streams		vacuum twin 0.0675
clmDetPedestalLo	0.31	0.31		auto	detector_template_drift	{"stat": "min", "arms": ["head-on", "spiral", "fly-by"]}	but $0.31$--	gw_search/templates/nr.py load_arm(): drift = |h| at the record's ends / at its peak, on the pack's Psi4 streams		head-on 0.307, fly-by 0.401, spiral 0.416
clmDetPedestalHi	0.42	0.42		auto	detector_template_drift	{"stat": "max", "arms": ["head-on", "spiral", "fly-by"]}	--$0.42$ for the head-on	gw_search/templates/nr.py load_arm(): drift = |h| at the record's ends / at its peak, on the pack's Psi4 streams		spiral 0.416
clmDetValidMatchLo	0.902	0.902		auto	detector_validation	{"what": "ff_window_min"}	\texttt{IMRPhenomD} at $0.902$--	gw_search/analysis/validation.py validate_bbh_twin re-run (IMRPhenomD, aLIGO zero-det high-power design PSD, pycbc, ~15 s) on campaign/07_bbh_control/bbh_control_d12_p012_t150/psi4_mode_l2_all.dat		same-window match at 60 Msun: 0.9024
clmDetValidMatchHi	0.938	0.938		auto	detector_validation	{"what": "ff_window_max"}	--$0.938$ over	gw_search/analysis/validation.py validate_bbh_twin re-run (IMRPhenomD, aLIGO zero-det high-power design PSD, pycbc, ~15 s) on campaign/07_bbh_control/bbh_control_d12_p012_t150/psi4_mode_l2_all.dat		at 300 Msun: 0.9382
clmDetValidMassLo	60	60		def	detector_validation	{"what": "mass_min"}	over $60$--	gw_search/analysis/validation.py validate_bbh_twin re-run (IMRPhenomD, aLIGO zero-det high-power design PSD, pycbc, ~15 s) on campaign/07_bbh_control/bbh_control_d12_p012_t150/psi4_mode_l2_all.dat		the masses validate_bbh_twin tests by default: 60, 100, 150, 200, 300
clmDetValidMassHi	300	300		def	detector_validation	{"what": "mass_max"}	--$300\,M_\odot$ and recovers || at $300\,M_\odot$)	gw_search/analysis/validation.py validate_bbh_twin re-run (IMRPhenomD, aLIGO zero-det high-power design PSD, pycbc, ~15 s) on campaign/07_bbh_control/bbh_control_d12_p012_t150/psi4_mode_l2_all.dat		
clmDetValidMassErr	5	5		auto	detector_validation	{"what": "mass_err_absmax_pct", "upto": 200}	to within $5\%$ up to	gw_search/analysis/validation.py validate_bbh_twin re-run (IMRPhenomD, aLIGO zero-det high-power design PSD, pycbc, ~15 s) on campaign/07_bbh_control/bbh_control_d12_p012_t150/psi4_mode_l2_all.dat		recovered 57/100/158/200 Msun at 60/100/150/200 (model grid 0.7-1.35 x M)
clmDetValidMassErrUpto	200	200		auto	detector_validation	{"what": "mass_max_within_pct", "pct": 5}	up to $200\,M_\odot$	gw_search/analysis/validation.py validate_bbh_twin re-run (IMRPhenomD, aLIGO zero-det high-power design PSD, pycbc, ~15 s) on campaign/07_bbh_control/bbh_control_d12_p012_t150/psi4_mode_l2_all.dat		
clmDetValidMassErrHigh	20	20		auto	detector_validation	{"what": "mass_err_pct", "mass": 300}	($+20\%$ at	gw_search/analysis/validation.py validate_bbh_twin re-run (IMRPhenomD, aLIGO zero-det high-power design PSD, pycbc, ~15 s) on campaign/07_bbh_control/bbh_control_d12_p012_t150/psi4_mode_l2_all.dat		recovered 360 Msun at 300
clmDetBankMassLo	20	20		def	detector_bank_param	{"name": "total_mass_min"}	(total mass $20$--	grteclyn_wrapper/gw_search/analysis/fitting_factor.py BBH_BANK / F_LOWER (the bank fitting_factors.json was made with)		22 masses, geometric
clmDetBankMassHi	500	500		def	detector_bank_param	{"name": "total_mass_max"}	--$500\,M_\odot$, mass ratio	grteclyn_wrapper/gw_search/analysis/fitting_factor.py BBH_BANK / F_LOWER (the bank fitting_factors.json was made with)		
clmDetBankQLo	1	1		def	detector_bank_param	{"name": "mass_ratio_min"}	mass ratio $1$--	grteclyn_wrapper/gw_search/analysis/fitting_factor.py BBH_BANK / F_LOWER (the bank fitting_factors.json was made with)		q in (1, 2, 4)
clmDetBankQHi	4	4		def	detector_bank_param	{"name": "mass_ratio_max"}	--$4$, aligned effective	grteclyn_wrapper/gw_search/analysis/fitting_factor.py BBH_BANK / F_LOWER (the bank fitting_factors.json was made with)		
clmDetBankChiLo	-0.5	-0.5		def	detector_bank_param	{"name": "chi_eff_min"}	effective spin $-0.5$ to	grteclyn_wrapper/gw_search/analysis/fitting_factor.py BBH_BANK / F_LOWER (the bank fitting_factors.json was made with)		chi in (-0.5, 0, 0.5, 0.9); the CLI banner says 'chi +-0.9', which is wrong
clmDetBankChiHi	0.9	0.9		def	detector_bank_param	{"name": "chi_eff_max"}	to $0.9$) at	grteclyn_wrapper/gw_search/analysis/fitting_factor.py BBH_BANK / F_LOWER (the bank fitting_factors.json was made with)		
